PC1,PC2,label
-2.0753317,25.772543,1
-33.975555,-10.809975,0
14.378629,-1.8021927,0
-0.52206373,18.648184,0
15.1596365,4.269224,1
-14.811772,-12.54036,0
26.614584,7.6196933,1
-11.0330515,-3.3215132,0
-20.632639,24.60303,0
37.239826,8.027083,1
5.4508386,5.4973454,0
-15.5893755,-21.5978,0
24.112978,-18.992737,1
-9.165007,-15.942303,1
-3.263776,-21.141218,1
42.1241,0.005495644,1
34.719116,1.6180984,1
-31.6808,-17.737452,0
9.344381,-4.975103,1
-3.8587873,-7.9471817,1
43.211704,3.6791782,1
38.052822,-8.062161,1
-8.409713,24.692467,0
18.046204,13.792766,1
-13.676585,-7.0841274,0
22.429697,-2.8795946,1
9.323988,20.62134,0
5.502103,-8.265212,1
3.0647428,29.018116,1
-3.3145761,2.7738712,0
-4.02807,-8.251577,1
35.071995,-11.145659,1
33.00568,-15.797257,1
-11.964413,1.0399164,0
-16.215992,-23.567583,1
-3.835639,-3.3146324,0
44.10237,0.45969793,1
8.628171,-7.450432,1
24.492262,-8.969745,1
33.893944,-9.694285,1
-12.88641,-21.71695,1
-14.953302,2.3026407,0
17.72566,6.030867,1
-25.243727,-16.14691,0
26.734665,-26.095358,1
-35.132133,2.086468,0
-30.310638,-19.161263,0
38.522038,-10.2468,1
22.477053,-12.769432,1
39.9472,3.3162186,1
-19.026007,-19.635088,0
-21.248991,-9.035678,1
-15.245008,25.90502,1
-19.935131,27.627138,1
22.487362,-19.424734,1
35.297302,-15.125031,0
39.91626,1.0716347,1
3.1101527,20.457834,1
-2.5763786,3.2837763,1
-16.520292,5.1613708,0
-5.950034,-19.5421,1
21.012327,-10.66723,1
-27.7796,-5.0233755,0
-36.58156,-14.97463,0
24.431099,-4.4539657,1
-8.400548,1.4108577,0
-11.719587,-9.336901,0
13.745974,-16.098398,1
2.8155692,26.24192,0
-32.895927,4.1635723,0
-30.866573,-14.724036,0
43.24138,1.4271374,1
38.853725,2.0132556,1
15.402517,13.258293,1
24.003014,-15.239243,1
1.463578,-1.034676,0
-12.070933,-6.3700347,0
-5.0932145,-0.865922,0
29.048145,0.27642432,1
37.745262,-12.451622,1
-6.733837,13.044666,0
-22.493252,13.075832,0
-3.1952198,29.941704,0
2.898066,-4.038438,1
-18.74337,-15.150999,0
-22.060047,3.0038514,1
1.4102787,0.5923924,1
16.14807,2.9052637,0
-24.352274,-1.0765587,0
-36.471157,-5.8498325,0
6.019923,-16.5254,1
24.893763,-17.042177,0
-12.959296,9.950683,0
-35.020664,8.034649,0
38.837376,-9.024113,1
-0.63548565,3.880791,0
-4.0797915,11.709418,0
25.483774,-23.156216,1
-41.25788,-12.940266,0
-16.407099,-8.078612,1
-8.05301,8.442319,0
41.099052,-7.962705,1
29.891756,2.9913318,1
-14.515202,10.473602,0
15.449186,-18.701977,1
-19.434433,-3.341215,1
21.677153,-9.379745,1
1.841156,-10.019354,1
-1.7603189,27.509823,0
10.71862,22.492,1
-31.379824,-7.5688057,0
0.2594948,31.177425,0
14.062487,-1.1928694,0
-40.384487,-14.66514,0
24.05328,1.2625098,1
-15.964538,-4.6884346,0
23.591423,0.8529697,1
-15.455115,3.2056272,0
16.493132,-9.788745,1
4.8873944,12.931558,1
36.04738,-0.14786333,1
-13.0359955,-23.266844,0
20.677248,-6.5165434,1
17.781656,13.305936,1
22.728533,-14.409553,0
14.352114,-3.0084453,1
-36.600887,-4.5909066,0
-33.764572,-18.424305,0
35.495235,-2.5213697,1
-1.8319404,-14.575403,1
23.406883,18.646318,1
-21.54058,-2.9966002,0
-36.59073,-12.330708,0
38.676685,0.878041,1
15.267477,-6.395097,1
9.873338,-8.412294,1
37.6613,1.6616241,1
11.900696,21.461885,1
-30.555899,-15.973401,0
0.49019584,32.521965,1
26.89997,-5.2134323,1
2.6560314,26.848343,1
10.456254,6.6917777,1
32.080833,-4.8660684,1
-30.624094,-9.289626,0
-30.4228,-21.469707,0
-34.69172,5.1727924,0
-24.700396,-16.242384,0
18.479153,-17.640598,1
29.492954,-4.4041286,1
-8.637985,26.544823,0
-20.903858,25.54388,0
-23.304237,2.4971821,0
-25.25773,21.167723,0
-33.895344,-15.291146,0
-5.6724353,21.253883,0
-16.42072,-20.147205,1
-36.983078,0.54844505,0
-25.307066,-9.832143,0
-27.036222,9.715985,0
-7.3530617,8.434245,0
31.34469,-7.2211175,1
-19.655575,21.759783,0
-22.473028,10.344091,0
12.937095,-8.284007,1
-28.617231,14.945891,0
37.371716,0.6672318,1
-12.607547,-15.980179,1
12.251394,20.075222,1
10.972994,-2.1636086,1
-18.566345,-18.869469,1
-32.091682,-9.744516,0
-32.11745,-3.6621556,0
13.398281,-7.366207,1
-15.634184,13.444215,0
-2.747191,-8.012426,1
-2.1536741,16.23564,0
16.039907,-16.729002,1
-9.360908,3.9462566,0
32.378677,-13.97213,1
-9.525785,17.60417,0
13.545829,19.62943,1
-3.8499837,-16.515429,1
-5.3340807,5.1329603,0
-7.572544,2.765582,0
-16.730612,-21.53943,1
11.533412,10.903575,0
3.9431736,12.735811,1
-5.2636147,30.887873,1
29.261013,7.168385,1
23.057528,3.4001608,1
21.551483,-15.795561,1
-36.841663,4.485644,0
-27.990274,-8.596911,0
-21.807434,2.4671116,0
-23.187168,15.00119,0
-16.010967,-13.411294,0
14.823593,-0.6514793,0
-3.1376297,28.610458,0
-4.831517,-23.30542,1
14.5273285,5.3189297,0
-9.241384,14.110154,0
-29.806501,4.43137,0
5.5145674,6.233752,0
22.783169,-4.3592496,1
43.56029,0.6807122,1
-23.482792,6.10774,0
36.099228,-11.104202,1
4.335646,17.750967,1
28.045591,-15.008023,0
-31.135418,-19.341661,0
27.300215,13.0271635,1
2.677178,1.7665188,0
-4.713478,-2.5016255,0
30.649864,-13.978148,1
17.265118,16.570786,1
33.225426,-5.040945,1
2.5438428,-8.000439,0
36.11441,-16.056416,0
41.017384,-0.5370374,1
-41.88951,-11.765102,0
-35.325123,-16.863983,0
33.637062,1.3033209,1
-22.98555,1.4278622,1
23.569765,9.427215,1
-21.273151,14.189132,0
-2.454522,31.076632,1
30.576267,-15.98775,1
-18.833578,20.733805,0
-10.602944,24.1281,0
-9.57306,19.84383,0
37.063843,-12.669974,1
-18.097872,-14.483167,0
34.171658,4.9958987,1
-22.956184,7.690521,0
29.468561,-11.022905,1
0.94117105,25.91806,0
37.369675,-0.61316293,1
-23.398844,22.032198,0
39.893345,-9.789765,1
-33.33107,-15.84015,1
6.151284,-3.995544,1
22.091673,-20.53925,1
27.730598,-15.485656,1
6.3378367,19.449259,1
-31.312654,-21.544474,0
-38.98319,-16.394114,1
-12.892974,-19.078867,1
22.094086,-10.487198,1
39.58709,-3.270649,1
20.316813,10.898373,1
-3.816409,-5.70837,0
-4.2961216,4.958502,0
15.534085,19.46448,0
-29.482407,-7.270839,0
-8.444371,-14.641959,1
-7.6516204,0.41784036,0
-13.3977165,13.498835,1
-34.366787,-6.7196417,0
-17.39061,-2.666792,0
25.63719,14.5873375,1
7.8659105,-6.675245,1
-19.493395,25.599972,0
8.925153,-1.549872,1
-8.401791,2.3273969,0
17.667253,-7.292955,1
-2.074392,7.144926,0
-5.0568466,16.298918,0
17.557966,14.696569,1
37.13577,9.468125,1
-37.660545,0.19643345,0
15.234376,7.783229,1
25.420149,-21.401258,1
9.561326,-8.30588,1
7.2631636,-17.93626,1
-16.906134,0.023927147,0
36.02112,8.057721,1
-4.6708126,30.568499,0
-8.79248,13.974274,0
15.383619,22.012253,1
-4.222621,12.728154,0
25.400732,5.470803,1
31.610043,-22.799831,1
23.377882,19.23611,1
14.543946,24.150738,1
-6.6805906,-0.68905944,0
5.1240034,-3.2393575,1
-7.7568016,16.585197,0
27.760847,-21.054031,1
9.801485,-3.596531,1
38.40619,-7.0067196,1
-28.106234,0.14935976,0
16.057041,20.8866,0
25.694422,-1.8483468,1
20.846659,15.515733,1
-7.278624,2.1825554,0
-14.753043,-4.7014728,0
-36.37209,-16.512753,0
40.33286,-7.2109447,1
26.735285,14.811052,1
-31.577677,-4.7221966,0
-12.293438,25.236074,0
5.126917,-7.0160303,1
11.159379,-7.6746874,1
10.718726,21.20519,1
34.888996,2.486058,0
18.13096,-15.4755945,1
25.614677,-17.053898,1
-31.715034,6.7429385,0
-6.6122837,16.637161,0
-42.032696,-15.273694,0
5.749535,18.952301,1
-21.642797,25.087809,0
5.2688675,-18.313938,0
29.987104,-2.5287266,1
-32.76644,-16.93104,0
-15.490389,-20.25054,1
15.588697,14.101744,1
-5.826511,-11.389872,0
14.358372,-15.879414,1
-2.9851,-21.644812,1
0.47497883,31.503666,1
-5.825181,1.1038443,0
-15.887558,-22.422472,0
-7.9846325,10.783148,0
-30.794647,-11.966291,1
-31.841852,-6.8365965,0
26.974457,-0.72227144,1
-14.340271,-22.392126,1
34.47913,-9.560532,1
-16.628025,-13.916266,0
30.976051,-20.285276,1
26.815231,-20.562313,1
28.688313,2.8492732,1
26.133467,-7.0029616,1
-16.095243,-19.03627,1
-3.4206402,-16.950006,1
1.650648,27.041609,0
27.016321,-26.362864,1
15.586891,-11.788348,1
-11.446231,-16.671871,1
34.4791,-15.091819,1
-3.5694532,7.7407804,0
24.081879,4.945752,1
-10.799843,-0.70104796,0
5.341975,-16.153065,1
-13.48626,24.222586,0
40.690853,-8.392257,1
27.104113,7.03159,1
7.596127,0.93232363,1
35.110126,-0.7260233,1
-0.26856932,19.469835,0
-17.223951,-3.8102589,0
-23.174862,16.322878,0
-30.752417,-19.923193,1
-4.4529037,6.859321,0
2.6678033,-4.87266,0
40.25661,4.0145183,1
-19.511612,18.842958,0
16.865936,-8.091274,1
20.796366,13.371866,1
38.44233,7.736787,1
-4.606971,-19.560509,0
-2.4498575,-10.77092,0
-7.3334,24.87413,0
-2.2329352,-16.64539,1
-0.78505915,11.07779,0
28.614498,-6.7303567,1
-12.190469,-19.694193,1
25.53836,19.804644,0
19.178741,-8.471316,1
30.697382,-13.3130245,1
-20.011543,26.598421,0
-8.634517,-9.872587,0
-0.23715504,11.231859,0
-8.573063,-20.945927,1
2.8840976,17.632778,0
30.886658,-1.5679544,1
4.3318543,1.1319152,0
-24.298307,14.842989,0
3.6768842,-14.802466,1
-33.6133,-5.3171244,0
4.658769,7.415372,0
-13.310572,2.974644,0
-28.953857,-2.6239748,0
-16.221277,2.912587,0
21.702478,-20.910755,1
-26.004599,-3.3041987,0
-5.275459,-13.51864,1
-20.427778,-23.485126,1
37.350845,-10.409715,1
12.074484,-12.285229,1
-16.302258,21.75677,0
-17.643251,-17.25637,1
6.9428754,-5.052694,1
-31.637127,-20.14259,0
29.47867,-22.753061,1
4.795515,0.3849938,0
6.6602798,3.8018966,0
-30.199533,-3.9699647,0
-37.454304,-11.480397,0
-6.891262,10.151579,0
1.623918,-15.2854595,1
19.802357,13.928949,1
-3.5726337,18.466051,0
31.071276,-17.68516,1
13.8942995,17.69757,1
-24.716671,21.442213,0
42.001232,-3.9286487,1
-36.355145,-10.093541,0
-12.402755,26.341204,0
-19.3387,-11.30997,0
-16.415873,-16.639038,0
-13.377563,11.302386,0
-3.2448637,7.0163426,0
0.39729106,23.70506,0
9.9889,19.389437,0
18.742414,-14.026161,1
13.999703,7.071625,0
26.31993,-23.614513,1
1.0058473,27.61782,0
-14.452226,20.852013,0
-41.174152,-16.288342,0
-21.55991,18.393032,1
6.9288254,-12.526745,0
36.349575,9.2665615,1
13.222724,14.612804,1
16.19284,-16.093355,1
28.3262,8.62181,1
29.246367,5.6713247,1
2.5261292,17.389196,1
34.33845,-1.446381,1
15.77723,2.149627,0
-36.35975,7.8686337,0
24.215805,-25.68982,1
-14.688095,17.109976,0
-12.533482,-8.486996,0
11.955161,9.752628,0
43.679237,-3.0950272,1
-31.094494,-3.7664812,0
-31.997774,6.842384,0
35.699642,-7.27308,1
-40.76011,-15.393959,0
29.899925,-20.300745,1
26.69164,-23.207258,1
-6.7074404,27.21794,0
-19.533863,19.276287,0
-13.844359,4.140037,0
33.26553,-6.328519,1
-32.16355,2.3801525,0
13.675372,-10.2848015,1
27.408337,9.460257,1
31.48768,-3.0833423,1
-19.520157,4.3432794,0
-19.883945,-17.386545,0
-23.153383,-0.97406024,1
24.854382,-1.146152,1
-37.58552,-16.011612,0
-2.1233366,-4.3663588,1
16.424646,16.301544,1
13.215901,5.3403234,0
-8.98391,10.936722,0
-4.8497663,-5.1749215,0
21.625631,-6.234858,1
-36.754955,-18.423023,1
-33.060207,-5.107785,0
25.494963,-4.946417,1
-16.599157,-17.602066,1
8.731848,9.686185,0
-33.04127,-0.21642879,0
5.615156,-15.239406,1
-24.66818,-2.3219545,0
-2.9182587,28.344147,0
-10.202793,-6.450432,0
17.034063,14.726203,1
12.195425,18.709423,0
-18.702854,-4.0374475,0
-28.480059,-22.754572,1
-5.572532,-2.796659,0
-24.096695,-0.29668236,0
27.241905,15.071444,1
-19.064701,7.7773266,1
-16.062195,11.882346,0
-18.910748,-5.2157555,0
-6.643229,-11.037008,0
38.373577,3.813274,1
8.444855,-14.021082,0
29.267376,-3.135231,1
34.724705,-12.11918,1
23.779203,5.779193,1
-29.844238,-10.487946,1
-37.36023,3.9983275,0
-36.930912,-17.127512,0
-23.051506,11.0380945,0
21.282324,-18.847303,1
-24.804733,13.517805,0
36.753654,-8.35562,1
16.061415,-10.011697,1
4.4547386,-4.8920946,1
-14.0712185,-6.547797,0
-32.90048,-19.750576,1
-13.771631,26.603582,0
23.986076,-6.762179,1
19.085379,17.712109,1
13.812246,25.965225,1
-14.007299,11.362013,0
6.0267487,15.532286,0
-8.183865,21.744558,0
34.358932,4.9437194,1
17.531723,-0.11320706,0
-15.035665,-13.152458,0
-29.931131,-18.294535,0
21.723152,-2.2113926,1
-15.485114,-4.2433214,0
-29.051065,-10.959421,0
19.275272,15.521379,1
-14.096224,-9.056581,0
25.272503,-12.480757,1
21.875431,19.252136,1
18.79402,-11.353265,0
-2.8782156,-17.312325,1
0.43696767,11.9973135,1
-14.249056,12.196891,0
25.846512,4.248204,1
-31.738766,4.4794574,0
15.819099,4.570501,0
-20.416294,20.898304,0
37.82433,5.950514,1
21.58068,-17.30855,1
18.658539,16.460062,1
-36.067936,-6.5900664,0
9.933668,-1.9986051,1
-14.654133,8.473669,0
-19.511208,-15.569068,0
14.006235,-15.346075,1
-37.35698,0.9757422,0
-12.244913,6.5510855,0
17.46033,6.8113356,1
12.685283,7.465407,1
-18.848368,0.103708774,0
-8.188597,-17.35343,1
-8.071455,26.24373,0
-26.235237,-4.5477905,0
-32.382053,-16.884407,1
-35.785824,-17.721281,0
-14.323645,-20.48209,0
-0.74920446,-8.131346,0
-33.211758,-3.5494268,0
-20.17676,7.712849,1
30.58755,-5.7397895,1
-28.513775,-21.11907,1
14.0657015,25.155285,1
0.05676521,6.728416,0
-35.13728,-15.691755,0
16.095243,-14.914442,1
10.968012,17.046515,0
-26.898512,-22.334736,0
10.888113,7.516814,0
5.2723527,18.720276,1
29.25726,14.499137,0
2.4618003,-0.6760084,1
-17.459084,2.723596,0
-8.467339,25.833738,0
-24.904533,21.297735,0
-25.723507,8.672551,0
-25.859097,3.4583192,0
30.8619,4.5725503,1
-23.68408,10.67157,0
-14.226261,14.517621,0
37.43981,5.0228105,1
-21.232073,18.510563,0
1.5014307,25.440868,0
-11.594167,4.6624494,0
-20.429657,0.31280634,0
1.8854563,15.46187,1
-14.916301,-18.13777,1
26.441967,-12.516732,1
-35.81453,-6.2968936,0
-41.947,-14.967424,0
-33.486504,2.3712034,0
-21.464285,4.3280344,0
-2.4442706,-4.2017245,1
-5.7846107,25.394184,1
9.782564,14.51405,0
-17.018538,26.214178,0
-24.937878,11.69227,0
-37.67692,4.774897,0
-28.643871,-4.0474634,0
-22.452234,0.4541778,0
2.1372635,31.007889,1
-36.00569,-7.551476,0
-18.934916,4.66835,0
30.840149,-19.1633,1
-10.411336,-15.263026,1
-34.062523,1.2876093,0
28.498125,-3.812706,1
-18.015514,-22.143612,1
-26.11756,3.2468443,0
-25.815956,10.543757,0
-16.509197,13.474002,0
-33.114464,-1.417115,0
-26.304184,7.37552,0
31.716814,8.695277,1
-1.412381,31.70016,0
-7.2468247,4.1811905,0
0.53060156,13.453335,0
31.863417,-6.831961,1
-16.18928,-21.742935,1
-8.674596,-10.058734,0
-6.685768,-16.446531,1
-1.9774965,6.401479,1
19.482227,-11.094567,1
-1.960261,-22.165293,0
39.863205,-7.936728,1
5.7814274,-12.534781,1
29.165377,10.82134,1
-13.917687,-17.771887,0
-18.5358,20.858637,0
-24.838594,15.438813,0
15.473126,-16.33994,1
-7.983854,-20.20773,1
-34.548344,-19.604334,1
-6.897898,-2.684191,0
-9.182946,2.0420609,0
3.957848,16.610952,0
-14.654129,23.511667,0
39.83333,-13.492859,1
15.172412,-2.2679446,0
-8.212502,14.899173,0
1.3721817,2.3202505,0
-17.29214,-0.16701241,0
0.4290139,24.443933,0
-31.180502,7.928355,1
35.36466,-3.421297,1
-28.821882,-5.8780675,0
-2.95606,22.487999,0
2.9254732,0.945284,0
23.385695,19.729979,1
-18.280315,-20.704067,1
-37.72446,-14.753707,0
26.586868,-21.581314,1
40.93857,-3.9397147,1
17.626448,12.103944,1
-2.6856914,1.674446,0
34.792767,-14.620766,1
-34.608074,-17.550316,0
-39.02994,-10.623936,0
-33.10714,5.4136677,0
-22.840496,2.6572084,0
-14.961358,4.560389,0
26.495476,1.5845903,0
-28.964552,-4.61196,0
23.267347,-12.146001,1
-29.919962,5.396228,0
-2.5570767,18.548302,0
42.153267,-7.1687737,1
-17.283146,-22.631159,1
32.395447,-0.87156135,1
24.713287,-13.534281,1
-7.6624207,9.583469,0
-12.716942,14.572895,0
-32.47663,8.42031,0
-2.204454,22.135813,0
-12.337951,21.042973,0
-1.6944516,32.81191,1
-16.645054,6.164243,0
-19.887764,25.246212,0
24.857944,-2.1784337,1
-20.038666,-6.96246,0
38.834213,-4.4373217,1
15.168366,5.849143,0
44.274284,-2.071018,1
16.969107,-5.355655,1
-10.339548,22.922482,0
18.478985,-9.119496,1
20.49149,2.6637774,1
36.595467,-0.042436,1
-18.603395,-7.5822186,0
21.13527,1.8050961,1
8.873988,-14.594234,0
0.24732657,3.5147765,0
15.042786,12.278541,1
3.784913,19.860508,1
-33.819134,3.9275982,0
-6.9956746,-14.036835,1
-24.789663,-5.979358,0
21.403234,-11.689353,1
27.074146,4.110267,1
-4.5753274,11.512747,0
6.5076237,4.91791,0
-16.116095,11.598874,1
-10.944087,-19.015186,1
-5.142668,-21.050835,1
-17.738283,-15.03231,1
37.722633,-1.9452491,1
15.700406,21.290825,1
-21.860552,-7.505011,0
-13.414847,-3.2464883,0
0.54491967,28.179695,0
-14.14207,13.1093,0
-5.73432,-20.664589,1
-11.325208,-5.423752,0
42.173717,-4.5248938,1
-13.1839075,-10.384539,1
34.948296,-2.3070693,1
9.624954,-3.46361,1
-32.786148,-1.9047863,0
19.204174,-0.33374307,0
31.844963,-0.23638137,1
35.968998,-8.145916,1
18.31314,-14.554789,1
21.342564,-20.19413,1
27.365492,-19.681967,1
14.950092,19.73787,0
2.620173,29.902195,1
-21.922688,-0.5012194,0
4.62324,-2.994841,1
19.311632,-20.4606,1
-9.201204,19.060135,0
23.86082,-25.895145,1
-24.817616,13.19995,0
-20.971819,-6.7617164,0
42.116657,1.2290093,1
-10.449606,-5.2680116,0
-12.838772,23.40972,0
24.916925,14.348289,1
21.257711,-0.08763692,1
-10.98087,1.6480395,0
-21.465462,-5.570263,0
34.234177,2.3602126,1
7.4550333,1.3748939,1
2.274967,-11.214703,1
31.730305,-15.876497,1
2.2958074,-4.48027,0
36.009655,-12.065429,1
-24.794046,-2.8779273,0
33.671017,-5.103511,1
-15.435276,16.651926,0
-31.221655,1.9330316,0
-14.798225,-2.944243,0
21.148006,-14.289556,1
16.895704,0.0061139017,0
32.928596,-6.333111,1
26.337793,-15.581389,0
9.597773,9.3918,0
24.580885,20.485453,1
-6.443396,8.70563,0
-3.8150375,-20.282639,1
-0.8311108,3.0795908,0
-30.933094,-20.609194,0
-5.122256,27.44904,1
-21.762903,15.408645,0
30.449888,-21.39469,1
-5.6890097,16.387596,0
-7.258224,27.495028,0
12.165031,9.057891,1
0.51598376,2.3650024,0
27.484482,-8.793759,1
-19.804071,-8.20243,1
21.929092,-3.5571663,1
-13.443274,25.12787,0
-1.9350753,-17.170633,1
24.539625,16.962454,1
-22.666851,-20.508398,1
31.750982,-22.104567,1
22.579784,2.6112072,1
24.81708,-24.295248,1
-5.062288,0.4241794,0
33.40124,-17.40239,1
-27.33782,14.409246,0
-22.004225,-17.871109,1
-4.050308,21.252636,0
3.7054677,12.786793,1
29.468771,-18.149582,1
12.601044,13.915056,1
-7.13921,-18.88863,1
-19.951216,-16.722282,0
-7.5506854,-0.19637728,0
5.6276464,-0.28615066,0
-16.256369,10.738712,0
23.996443,-8.50538,1
-33.169075,6.147033,0
5.6140194,-10.453839,1
-29.60197,-7.8297024,1
-14.978928,24.475695,0
-23.804754,7.4042263,0
23.026726,-15.883191,1
-12.078504,-20.661114,1
40.636734,3.1087298,1
22.418983,-18.115631,1
4.408795,5.330704,0
12.975741,3.1149094,0
-39.496883,-9.874624,0
24.448126,17.779697,1
13.62186,-8.02599,1
-7.138548,20.608763,0
27.86662,15.275317,1
-34.055996,6.675432,0
27.969027,10.294965,1
-28.61078,-19.403229,1
-32.355568,-7.3188877,0
-4.999024,-23.029577,1
-11.499834,23.157013,0
43.321342,-0.89503646,1
32.232296,0.57232004,1
41.300747,-0.8085129,1
-9.694752,20.85848,0
0.066024885,25.958492,0
-1.6680695,6.6349607,1
-30.859085,-9.845545,0
26.151669,5.6275325,1
-13.928633,9.538614,0
15.686219,16.904806,0
23.511936,9.384794,1
-23.25893,12.875423,0
6.214305,-14.671314,1
5.098796,15.905355,0
-8.528482,27.936052,0
-37.1105,-10.573198,0
-21.511553,-18.399614,1
35.651424,-1.6319278,1
5.0778537,-13.979826,1
-31.291733,-2.5447009,0
2.1237988,-8.110673,0
40.130478,-14.737623,1
-32.763645,-11.579654,0
-1.2064986,26.97462,0
6.243353,-4.669874,1
-13.7528515,-18.29058,1
-24.381252,0.8081365,0
41.349743,3.3854933,1
-21.45918,1.2724828,0
-1.7721704,17.849863,0
11.950026,17.96411,0
-14.8594885,24.951094,0
-30.815649,-13.646639,0
35.994873,-9.27483,1
5.70835,-17.535442,1
36.46659,7.918773,1
4.6850066,-16.274302,1
-9.745603,-0.53309363,0
6.4587064,-5.169776,1
-8.554141,6.065809,0
-9.775921,-12.956569,1
11.891616,7.654168,0
30.34142,0.15689069,1
-5.878422,23.357872,0
-13.442377,3.670295,0
27.832739,11.582489,1
-17.152811,4.954287,0
18.40467,-16.36657,1
14.148878,13.101501,1
-18.491024,1.8031515,0
-26.40423,-9.180136,0
-7.0782566,13.572424,0
13.730743,21.127453,0
27.00727,13.713845,1
-4.2879887,-6.246652,0
42.942337,2.2422357,1
19.268541,-6.0918503,1
-36.92181,-1.4401668,0
-32.150017,-7.9498434,0
-36.01699,-18.183092,0
-11.288659,-3.5210106,0
27.9317,13.912364,1
39.17188,-2.8246179,1
-34.488625,-18.8862,0
-19.439707,-12.1982975,0
-9.038207,-1.6634115,0
32.161804,7.947018,1
-26.105013,15.371033,0
23.701794,2.3994,1
-5.094158,-16.742804,1
-14.975924,16.645895,0
-29.188387,-3.077783,1
21.085255,19.564049,1
-1.323172,16.403429,0
-40.567654,-17.44138,0
10.930021,12.12185,1
26.274826,8.454924,1
31.580841,-12.614351,1
-5.414889,25.653019,0
-38.201103,-11.318776,0
7.9968586,-4.766456,1
-10.830011,-4.2368784,0
-11.1608305,-15.097114,1
16.825941,17.679739,0
26.735163,15.550995,1
17.854317,-18.832294,1
-25.751377,10.058703,0
-6.5710006,25.978693,0
-6.822787,21.078615,0
12.05196,-9.366332,1
30.870121,9.123558,1
1.215259,3.7057002,0
20.148699,-1.857342,1
11.095859,-6.617359,1
-12.91295,22.089796,0
7.5473533,-9.463182,1
-17.346483,-12.440243,0
-18.788439,23.415165,1
-0.16265438,-4.4201694,1
-18.377453,-5.8130074,0
18.176353,-4.9985127,1
-10.364115,3.9200947,0
20.702991,11.060248,0
-12.683752,-6.675268,0
13.6489,0.413417,0
38.505432,-0.031819537,1
0.39075217,25.176746,0
-27.546904,-8.983537,1
25.595367,-8.344818,1
-26.664803,-2.5696967,0
24.003479,20.960001,1
22.73825,-6.9803667,1
-3.965503,-0.3189493,0
-30.904879,-7.145576,0
13.101352,4.287821,0
-20.797022,28.108273,1
-20.77439,26.889765,1
23.271688,-9.308233,1
28.682175,-7.7772512,1
-3.1156626,-11.482401,1
-15.65619,-0.7580067,0
22.566816,-11.013155,1
8.3569765,-2.8984363,1
29.031797,0.26016504,0
19.444159,-9.59214,1
-18.806824,-2.1667747,1
15.084555,7.216587,1
-9.557928,-21.693266,0
-16.001415,14.686871,0
-25.538717,14.206621,0
-1.4485103,-9.358114,0
-1.9439392,28.533487,0
-8.027869,-14.43333,1
17.656939,23.093296,1
24.31909,1.8118557,1
-27.55398,-5.6986237,0
31.543095,0.866301,1
1.5233753,-12.258275,1
24.262033,-13.934835,1
1.3384463,15.116123,0
-1.3968053,-11.192624,1
0.078068584,9.944099,0
-27.127178,-20.591518,0
7.3750434,6.627145,0
-10.680611,-23.52827,1
-15.925972,20.368853,0
3.1706946,-11.157856,1
16.233273,7.0131316,1
-34.46375,-16.363874,0
-34.573112,-8.212143,1
-33.82699,-14.350679,0
-3.999161,7.902584,0
19.712439,0.24075699,0
32.919273,0.70389646,1
-37.732517,-13.11284,0
40.920223,-5.8819766,1
-27.403017,14.598654,0
21.499332,-7.327787,1
-2.7252274,-1.1164235,0
-19.252678,7.799538,1
-17.899916,-2.7295969,0
3.9190261,1.6388369,0
-13.762437,-20.589296,1
21.346943,2.4691718,1
13.123346,0.52258164,0
-19.906666,-13.494747,0
-10.956221,17.693796,0
15.802643,5.9736204,1
27.995329,-18.523655,1
-40.103596,5.973516,0
-12.203064,24.391539,0
-29.256643,-22.407078,0
-26.791903,-7.898275,0
-34.774525,6.4150105,0
-0.4470528,-9.458679,0
20.318459,19.601465,1
15.250899,-7.3174443,1
-20.681562,11.445292,0
21.181692,-14.1367445,1
8.80064,-0.7058514,1
31.576225,-16.750877,1
-12.888367,-0.22242112,0
-9.306954,-3.2451453,0
-41.27633,-13.268595,1
15.2428875,-8.826341,1
29.869211,6.126703,1
-21.661604,-2.3713968,0
-17.44831,1.3978448,0
-21.307674,-19.253384,0
-20.541351,-16.887619,0
30.255768,-20.52814,1
23.943268,-20.201761,1
15.33024,-14.854995,1
35.140156,-13.707777,1
-20.390917,-15.360709,1
-21.459116,-6.737569,0
-32.990932,-8.142795,0
